question_type,service_level,channel_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,payload_bytes,sample_count,std_or_ci
relation,3,bad,medium,expired,normal,0.419347,550000.0,1,0.0
relation,3,bad,medium,fresh,normal,0.399854,550000.0,1,0.0
relation,3,bad,medium,stale,normal,0.41729,550000.0,1,0.0
relation,3,bad,poor,expired,normal,0.28782,550000.0,1,0.0
relation,3,bad,poor,fresh,normal,0.281897,550000.0,1,0.0
relation,3,bad,poor,stale,normal,0.282076,550000.0,1,0.0
relation,3,good,good,expired,normal,0.708279,550000.0,1,0.0
relation,3,good,good,fresh,normal,0.71551,550000.0,1,0.0
relation,3,good,good,stale,normal,0.721171,550000.0,1,0.0
relation,3,good,medium,expired,normal,0.56584,550000.0,1,0.0
relation,3,good,medium,fresh,normal,0.59637,550000.0,1,0.0
relation,3,good,medium,stale,normal,0.563624,550000.0,1,0.0
relation,3,good,poor,expired,normal,0.396118,550000.0,1,0.0
relation,3,good,poor,fresh,normal,0.406047,550000.0,1,0.0
relation,3,good,poor,stale,normal,0.42008,550000.0,1,0.0
relation,3,medium,good,expired,normal,0.623955,550000.0,1,0.0
relation,3,medium,good,fresh,normal,0.627193,550000.0,1,0.0
relation,3,medium,good,stale,normal,0.612268,550000.0,1,0.0
relation,3,medium,medium,expired,normal,0.525667,550000.0,1,0.0
relation,3,medium,medium,fresh,normal,0.499066,550000.0,1,0.0
relation,3,medium,medium,stale,normal,0.529492,550000.0,1,0.0
relation,3,medium,poor,expired,normal,0.359681,550000.0,1,0.0
relation,3,medium,poor,fresh,normal,0.350412,550000.0,1,0.0
relation,3,medium,poor,stale,normal,0.370477,550000.0,1,0.0
risk,0,bad,good,expired,critical,0.290484,10000.0,4,0.003207
risk,0,bad,good,fresh,critical,0.536256,10000.0,4,0.013716
risk,0,bad,good,stale,critical,0.414582,10000.0,4,0.006742
risk,0,bad,medium,expired,critical,0.275609,10000.0,4,0.004005
risk,0,bad,medium,fresh,critical,0.517473,10000.0,4,0.012478
risk,0,bad,medium,stale,critical,0.404511,10000.0,4,0.006015
risk,0,bad,poor,expired,critical,0.250576,10000.0,4,0.005769
risk,0,bad,poor,fresh,critical,0.483329,10000.0,4,0.012357
risk,0,bad,poor,stale,critical,0.386949,10000.0,4,0.002724
risk,0,good,good,expired,critical,0.28806,10000.0,4,0.004935
risk,0,good,good,fresh,critical,0.534156,10000.0,4,0.009208
risk,0,good,good,stale,critical,0.421689,10000.0,4,0.006071
risk,0,good,medium,expired,critical,0.280942,10000.0,4,0.006277
risk,0,good,medium,fresh,critical,0.51876,10000.0,4,0.013394
risk,0,good,medium,stale,critical,0.419377,10000.0,4,0.003505
risk,0,good,poor,expired,critical,0.250945,10000.0,4,0.004555
risk,0,good,poor,fresh,critical,0.497878,10000.0,4,0.009916
risk,0,good,poor,stale,critical,0.383172,10000.0,4,0.006486
risk,0,medium,good,expired,critical,0.289364,10000.0,4,0.00298
risk,0,medium,good,fresh,critical,0.536918,10000.0,4,0.007962
risk,0,medium,good,stale,critical,0.414346,10000.0,4,0.001814
risk,0,medium,medium,expired,critical,0.278324,10000.0,4,0.00453
risk,0,medium,medium,fresh,critical,0.514562,10000.0,4,0.006696
risk,0,medium,medium,stale,critical,0.405173,10000.0,4,0.009645
risk,0,medium,poor,expired,critical,0.252063,10000.0,4,0.003526
risk,0,medium,poor,fresh,critical,0.489795,10000.0,4,0.008061
risk,0,medium,poor,stale,critical,0.383614,10000.0,4,0.006242
risk,1,bad,good,expired,critical,0.3549,180000.0,4,0.008364
risk,1,bad,good,fresh,critical,0.4474,180000.0,4,0.008887
risk,1,bad,good,stale,critical,0.410301,180000.0,4,0.00636
risk,1,bad,medium,expired,critical,0.289564,180000.0,4,0.006629
risk,1,bad,medium,fresh,critical,0.360526,180000.0,4,0.004449
risk,1,bad,medium,stale,critical,0.334923,180000.0,4,0.0067
risk,1,bad,poor,expired,critical,0.194256,180000.0,4,0.000401
risk,1,bad,poor,fresh,critical,0.244032,180000.0,4,0.004683
risk,1,bad,poor,stale,critical,0.224543,180000.0,4,0.005797
risk,1,good,good,expired,critical,0.5083,180000.0,4,0.003559
risk,1,good,good,fresh,critical,0.644358,180000.0,4,0.013
risk,1,good,good,stale,critical,0.581849,180000.0,4,0.004668
risk,1,good,medium,expired,critical,0.423876,180000.0,4,0.003764
risk,1,good,medium,fresh,critical,0.525645,180000.0,4,0.011841
risk,1,good,medium,stale,critical,0.481823,180000.0,4,0.007282
risk,1,good,poor,expired,critical,0.280546,180000.0,4,0.002285
risk,1,good,poor,fresh,critical,0.356574,180000.0,4,0.004293
risk,1,good,poor,stale,critical,0.328376,180000.0,4,0.005097
risk,1,medium,good,expired,critical,0.454238,180000.0,4,0.011278
risk,1,medium,good,fresh,critical,0.564868,180000.0,4,0.00867
risk,1,medium,good,stale,critical,0.510536,180000.0,4,0.004661
risk,1,medium,medium,expired,critical,0.366874,180000.0,4,0.005909
risk,1,medium,medium,fresh,critical,0.455465,180000.0,4,0.003379
risk,1,medium,medium,stale,critical,0.422355,180000.0,4,0.007328
risk,1,medium,poor,expired,critical,0.248766,180000.0,4,0.004651
risk,1,medium,poor,fresh,critical,0.311473,180000.0,4,0.005201
risk,1,medium,poor,stale,critical,0.293397,180000.0,4,0.001668
risk,2,bad,good,expired,critical,0.554413,1600000.0,4,0.013186
risk,2,bad,good,fresh,critical,0.551794,1600000.0,4,0.010693
risk,2,bad,good,stale,critical,0.553198,1600000.0,4,0.012925
risk,2,bad,medium,expired,critical,0.465989,1600000.0,4,0.008985
risk,2,bad,medium,fresh,critical,0.453212,1600000.0,4,0.00486
risk,2,bad,medium,stale,critical,0.462261,1600000.0,4,0.009812
risk,2,bad,poor,expired,critical,0.329881,1600000.0,4,0.007401
risk,2,bad,poor,fresh,critical,0.335372,1600000.0,4,0.003309
risk,2,bad,poor,stale,critical,0.320836,1600000.0,4,0.002313
risk,2,good,good,expired,critical,0.777995,1600000.0,4,0.010215
risk,2,good,good,fresh,critical,0.775352,1600000.0,4,0.010929
risk,2,good,good,stale,critical,0.776687,1600000.0,4,0.018071
risk,2,good,medium,expired,critical,0.640348,1600000.0,4,0.011422
risk,2,good,medium,fresh,critical,0.64167,1600000.0,4,0.015608
risk,2,good,medium,stale,critical,0.64764,1600000.0,4,0.00947
risk,2,good,poor,expired,critical,0.451088,1600000.0,4,0.003643
risk,2,good,poor,fresh,critical,0.458592,1600000.0,4,0.010026
risk,2,good,poor,stale,critical,0.455409,1600000.0,4,0.009654
risk,2,medium,good,expired,critical,0.690984,1600000.0,4,0.012972
risk,2,medium,good,fresh,critical,0.688734,1600000.0,4,0.013186
risk,2,medium,good,stale,critical,0.705046,1600000.0,4,0.003135
risk,2,medium,medium,expired,critical,0.561071,1600000.0,4,0.010107
risk,2,medium,medium,fresh,critical,0.570171,1600000.0,4,0.012035
risk,2,medium,medium,stale,critical,0.570998,1600000.0,4,0.010923
risk,2,medium,poor,expired,critical,0.414944,1600000.0,4,0.003601
risk,2,medium,poor,fresh,critical,0.412499,1600000.0,4,0.01118
risk,2,medium,poor,stale,critical,0.406265,1600000.0,4,0.005907
risk,3,bad,good,expired,critical,0.500963,550000.0,4,0.004643
risk,3,bad,good,fresh,critical,0.513575,550000.0,4,0.010167
risk,3,bad,good,stale,critical,0.510788,550000.0,4,0.010989
risk,3,bad,medium,expired,critical,0.421323,550000.0,4,0.005238
risk,3,bad,medium,fresh,critical,0.422533,550000.0,4,0.005352
risk,3,bad,medium,stale,critical,0.419131,550000.0,4,0.002073
risk,3,bad,poor,expired,critical,0.285287,550000.0,4,0.007031
risk,3,bad,poor,fresh,critical,0.288786,550000.0,4,0.004704
risk,3,bad,poor,stale,critical,0.28734,550000.0,4,0.006535
risk,3,good,good,expired,critical,0.726848,550000.0,4,0.013868
risk,3,good,good,fresh,critical,0.720075,550000.0,4,0.008159
risk,3,good,good,stale,critical,0.733844,550000.0,4,0.011294
risk,3,good,medium,expired,critical,0.602511,550000.0,4,0.009163
risk,3,good,medium,fresh,critical,0.601088,550000.0,4,0.007342
risk,3,good,medium,stale,critical,0.589769,550000.0,4,0.0095
risk,3,good,poor,expired,critical,0.416163,550000.0,4,0.008268
risk,3,good,poor,fresh,critical,0.413863,550000.0,4,0.011771
risk,3,good,poor,stale,critical,0.4165,550000.0,4,0.001322
risk,3,medium,good,expired,critical,0.640926,550000.0,4,0.011374
risk,3,medium,good,fresh,critical,0.645658,550000.0,4,0.012835
risk,3,medium,good,stale,critical,0.63545,550000.0,4,0.012477
risk,3,medium,medium,expired,critical,0.51823,550000.0,4,0.008572
risk,3,medium,medium,fresh,critical,0.520765,550000.0,4,0.009902
risk,3,medium,medium,stale,critical,0.531033,550000.0,4,0.006976
risk,3,medium,poor,expired,critical,0.3659,550000.0,4,0.004779
risk,3,medium,poor,fresh,critical,0.36264,550000.0,4,0.003148
risk,3,medium,poor,stale,critical,0.36108,550000.0,4,0.005651
