policy,episode,slot,task_id,assigned_uav,sensing_decision,service_level,bandwidth_share,power_w,cpu_share,expected_accuracy,delay,energy,quality_ok,deadline_ok,resource_ok,airspace_conflict,success,reward,semantic_utility,min_quality_level,min_delay_level,feasible_service_levels,feasibility_class,question_type,question,risk_level,priority,tau_k,epsilon_k,gpu_share,channel_gain_db,snr_db,rate_mbps,travel_delay,sensing_delay,upload_delay,queue_delay,model_load_delay,inference_delay,travel_energy,tx_energy,sensing_energy,compute_energy,battery_cost,effective_channel_bin,channel_prior_bin,channel_impairment_db,task_completed,attempt_index,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,sinr_db,fading_db,cache_hit_probability,semantic_cache_hit,accuracy_gain,payload_mb,payload_bytes,lut_missing,semantic_efficiency,utility_per_latency,gpu_memory_required_mb,gpu_memory_ok,edge_batch_size,battery_ok,battery_remaining,uav_utilization,conflict_resolution
cache_first,1,1,ep1_image_required_2,0,observe,2,0.142857,2.0,0.142857,0.775352,5.13063,2.974979,True,False,True,False,False,-3.308904,1.550704,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.142857,-102.707803,34.961665,11.495388,0.648126,0.9,1.11349,0.409531,0.4,1.659483,0.034999,2.22698,0.55,0.163,0.0895,good,good,0.0,False,2,246.659142,18.925244,0.315968,102.707803,-89.987336,20.144187,1.074627,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.302244,4096.0,True,3,True,99.616075,0.571429,none
cache_first,1,1,ep1_infeasible_bad_channel_3,0,observe,3,0.142857,2.0,0.142857,0.288786,3.611725,1.178229,False,False,True,False,False,-4.607166,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.142857,-99.783934,37.885534,13.970631,0.459932,0.65,0.314946,0.409531,0.4,1.377315,0.024836,0.629893,0.4,0.1235,0.053565,bad,bad,0.0,False,2,183.88931,25.788114,0.580711,99.783934,-91.495572,24.517223,-1.190093,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,2,True,99.65201,0.571429,none
cache_first,1,1,ep1_critical_preempt_4,1,observe,2,0.142857,2.0,0.142857,0.775352,5.711238,3.653682,True,False,True,False,False,-3.555862,2.326056,2,0,,deadline_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.142857,-106.720425,30.949043,8.851105,0.896077,0.9,1.446147,0.409531,0.4,1.659483,0.048388,2.892294,0.55,0.163,0.103074,good,good,0.0,False,2,332.359507,13.928048,0.171943,106.720425,-89.25312,15.419685,1.207463,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.407277,4096.0,True,3,True,99.655501,0.428571,none
cache_first,1,1,ep1_normal_competing_5,0,reuse_cache,0,0.142857,1.2,0.142857,0.575649,0.839531,0.01,True,True,True,False,True,3.788117,0.575649,0,0,0;1;2;3,feasible,counting,How many car objects are in this area?,normal,1.0,3.5,0.52,0.142857,-107.594501,27.856479,15.796421,0.0,0.0,0.0,0.409531,0.4,0.03,0.0,0.0,0.0,0.01,0.0077,medium,medium,0.0,True,2,271.057083,17.16598,0.258487,107.594501,-120.0,27.73133,-2.393547,0.96,True,0.0,0.01,10000.0,False,0.0,0.685679,256.0,True,1,True,99.697875,0.571429,none
cache_first,1,1,ep1_attribute_damage_6,1,observe,2,0.142857,1.2,0.142857,0.703379,5.456973,2.427646,True,False,True,False,False,-3.30839,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.142857,-104.002976,31.448004,9.157148,0.690144,0.9,1.397815,0.409531,0.4,1.659483,0.037268,1.677378,0.55,0.163,0.078553,medium,medium,0.0,False,2,261.014066,17.848243,0.279955,104.002976,-89.307596,15.971588,0.644036,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.154675,4096.0,True,3,True,99.680022,0.428571,none
cache_first,1,1,ep1_relation_person_vehicle_7,0,observe,3,0.142857,1.2,0.142857,0.499066,3.962029,1.12698,False,True,True,False,False,-3.187054,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.142857,-103.787245,31.663736,9.290985,0.651606,0.65,0.473577,0.409531,0.4,1.377315,0.035187,0.568293,0.4,0.1235,0.05254,medium,medium,0.0,False,2,247.844371,18.831325,0.312729,103.787245,-89.333396,16.212386,0.070135,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,2,True,99.653035,0.571429,none
cache_first,1,2,ep1_image_required_2,0,observe,2,0.2,2.0,0.2,0.775352,4.545047,2.651108,True,False,True,False,False,-3.113928,1.550704,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.2,-102.51742,33.690767,13.437869,0.611928,0.9,0.952532,0.495242,0.4,1.185345,0.033044,1.905064,0.55,0.163,0.083022,good,good,0.0,False,3,234.370357,19.958541,0.352735,102.51742,-86.360638,16.764475,0.445821,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.341185,4096.0,True,3,True,99.419248,0.6,none
cache_first,1,2,ep1_infeasible_bad_channel_3,0,observe,3,0.2,2.0,0.2,0.288786,3.158523,0.984741,False,False,True,False,False,-4.464842,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.2,-97.023166,39.185021,20.040782,0.409932,0.65,0.219552,0.495242,0.4,0.983796,0.022136,0.439105,0.4,0.1235,0.049695,bad,bad,0.0,False,3,167.864698,28.461902,0.679941,97.023166,-89.31043,25.123657,-0.193528,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,2,True,99.452575,0.6,none
cache_first,1,2,ep1_critical_preempt_4,1,observe,2,0.2,2.0,0.2,0.688734,4.984441,3.074243,False,False,True,False,False,-5.287247,0.0,2,0,,deadline_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.2,-105.229793,30.978394,11.055667,0.846077,0.9,1.157777,0.495242,0.4,1.185345,0.045688,2.315554,0.55,0.163,0.091485,medium,good,0.0,False,3,314.918535,14.71635,0.190651,105.229793,-85.986248,13.684998,2.014712,0.96,False,0.155038,1.6,1600000.0,False,0.096898,0.0,4096.0,True,3,True,99.477763,0.4,none
cache_first,1,2,ep1_attribute_damage_6,1,observe,2,0.2,1.2,0.2,0.703379,4.83079,2.179226,True,False,True,False,False,-3.114582,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.2,-103.395976,30.593724,10.73603,0.657956,0.9,1.192247,0.495242,0.4,1.185345,0.03553,1.430696,0.55,0.163,0.073585,medium,medium,0.0,False,3,250.00937,18.6622,0.306943,103.395976,-85.951335,13.266063,0.59658,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.174724,4096.0,True,3,True,99.495663,0.4,none
cache_first,1,2,ep1_relation_person_vehicle_7,0,observe,3,0.2,1.2,0.2,0.499066,3.522417,1.019563,False,True,True,False,False,-3.061039,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.2,-102.605313,31.384387,11.397304,0.607322,0.65,0.386056,0.495242,0.4,0.983796,0.032795,0.463267,0.4,0.1235,0.050391,medium,medium,0.0,False,3,232.812509,20.097831,0.35784,102.605313,-86.026962,14.130941,0.248265,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,2,True,99.451879,0.6,none
cache_first,1,3,ep1_image_required_2,0,observe,2,0.2,2.0,0.2,0.775352,4.648925,2.655404,True,False,True,False,False,-3.140542,1.550704,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.2,-101.44046,34.767728,13.394704,0.577792,0.9,0.955602,0.542383,0.4,1.273148,0.031201,1.911203,0.55,0.163,0.083108,good,good,0.0,False,4,222.859141,21.037024,0.393057,101.44046,-85.207791,16.709186,0.678698,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.333562,4096.0,True,2,True,99.236054,0.6,none
cache_first,1,3,ep1_infeasible_bad_channel_3,0,observe,3,0.2,2.0,0.2,0.288786,3.080512,0.967433,False,False,True,False,False,-4.442743,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.2,-95.543856,40.664332,20.730424,0.359932,0.65,0.212248,0.542383,0.4,0.915948,0.019436,0.424497,0.4,0.1235,0.049349,bad,bad,0.0,False,4,152.282092,31.69119,0.780775,95.543856,-88.675287,25.991081,-0.552553,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,99.269813,0.6,none
cache_first,1,3,ep1_critical_preempt_4,1,observe,3,0.2,2.0,0.2,0.645658,3.72725,1.412171,False,False,True,False,False,-4.671138,0.0,-1,0,,quality_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.2,-104.893263,31.314925,10.405791,0.796077,0.65,0.422841,0.542383,0.4,0.915948,0.042988,0.845683,0.4,0.1235,0.058243,medium,good,0.0,False,4,297.544157,15.596897,0.213341,104.893263,-84.776292,12.831311,1.604796,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,3,True,99.345935,0.4,none
cache_first,1,3,ep1_attribute_damage_6,1,observe,2,0.2,1.2,0.2,0.703379,5.057509,2.323566,True,False,True,False,False,-3.192912,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.2,-103.498011,30.491689,9.742182,0.628104,0.9,1.313874,0.542383,0.4,1.273148,0.033918,1.576649,0.55,0.163,0.076471,medium,medium,0.0,False,4,239.852095,19.483713,0.33559,103.498011,-84.718283,11.950883,-0.159562,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.166891,4096.0,True,2,True,99.327707,0.4,none
cache_first,1,3,ep1_relation_person_vehicle_7,0,observe,3,0.2,1.2,0.2,0.499066,3.471618,1.033105,False,True,True,False,False,-3.05037,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.2,-101.931093,32.058607,11.019527,0.563995,0.65,0.399291,0.542383,0.4,0.915948,0.030456,0.479149,0.4,0.1235,0.050662,medium,medium,0.0,False,4,218.230374,21.505164,0.411062,101.931093,-84.839924,13.637716,-0.174515,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,99.2685,0.6,none
cache_first,1,4,ep1_image_required_2,0,observe,2,0.2,2.0,0.2,0.775352,4.703337,2.774032,True,False,True,False,False,-3.171939,1.550704,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.2,-100.698562,35.509625,12.601263,0.546107,0.9,1.015771,0.568311,0.4,1.273148,0.02949,2.031542,0.55,0.163,0.085481,good,good,0.0,False,5,212.252041,22.142436,0.43595,100.698562,-83.423823,15.690051,0.568627,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.329703,4096.0,True,2,True,99.050562,0.6,none
cache_first,1,4,ep1_infeasible_bad_channel_3,0,observe,3,0.2,2.0,0.2,0.288786,3.048987,0.949827,False,False,True,False,False,-4.432221,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.2,-93.586463,42.621724,21.48487,0.309932,0.65,0.204795,0.568311,0.4,0.915948,0.016736,0.409591,0.4,0.1235,0.048997,bad,bad,0.0,False,5,137.292075,35.640624,0.870129,93.586463,-87.634665,26.939515,-0.38942,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,99.087046,0.6,none
cache_first,1,4,ep1_critical_preempt_4,1,observe,3,0.2,2.0,0.2,0.645658,3.731836,1.466788,False,False,True,False,False,-4.680477,0.0,-1,0,,quality_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.2,-104.097403,32.110784,9.745294,0.746077,0.65,0.4515,0.568311,0.4,0.915948,0.040288,0.903,0.4,0.1235,0.059336,medium,good,0.0,False,5,280.24876,16.586387,0.241114,104.097403,-83.084242,11.955036,1.578533,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,3,True,99.210128,0.4,none
cache_first,1,4,ep1_attribute_damage_6,1,observe,2,0.2,1.2,0.2,0.703379,5.129937,2.410503,True,False,True,False,False,-3.22406,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.2,-102.538505,31.451195,9.224935,0.600934,0.9,1.387544,0.568311,0.4,1.273148,0.03245,1.665052,0.55,0.163,0.07821,medium,medium,0.0,False,5,230.654222,20.294128,0.365089,102.538505,-83.045645,11.257221,0.160846,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.164535,4096.0,True,2,True,99.191254,0.4,none
cache_first,1,4,ep1_relation_person_vehicle_7,0,observe,3,0.2,1.2,0.2,0.499066,3.450671,1.02514,False,True,True,False,False,-3.043939,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.2,-100.157674,33.832026,11.151957,0.521863,0.65,0.39455,0.568311,0.4,0.915948,0.028181,0.473459,0.4,0.1235,0.050503,medium,medium,0.0,False,5,204.19434,23.065528,0.472548,100.157674,-83.220166,13.810869,0.410358,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,99.08554,0.6,none
cache_first,1,5,ep1_image_required_2,0,observe,2,0.2,2.0,0.2,0.775352,4.690395,2.775645,True,False,True,False,False,-3.168946,1.550704,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.2,-99.528644,36.679544,12.581644,0.517321,0.9,1.017355,0.582571,0.4,1.273148,0.027935,2.03471,0.55,0.163,0.085513,good,good,0.0,False,6,202.691048,23.246602,0.479774,99.528644,-82.217639,15.664778,0.90375,0.96,False,0.244401,1.6,1600000.0,False,0.152751,0.330613,4096.0,True,2,True,98.865549,0.6,none
cache_first,1,5,ep1_infeasible_bad_channel_3,0,observe,3,0.2,2.0,0.2,0.288786,3.00712,0.934874,False,False,True,False,False,-4.419511,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.2,-92.132288,44.0759,22.147388,0.259932,0.65,0.198669,0.582571,0.4,0.915948,0.014036,0.397338,0.4,0.1235,0.048697,bad,bad,0.0,False,6,123.111301,40.527918,0.93608,92.132288,-86.996952,27.772036,-0.57045,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,98.902365,0.6,none
cache_first,1,5,ep1_critical_preempt_4,1,observe,3,0.2,2.0,0.2,0.645658,3.734756,1.541409,False,False,True,False,False,-4.6924,0.0,-1,0,,quality_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.2,-103.884295,32.323893,8.976656,0.696077,0.65,0.49016,0.582571,0.4,0.915948,0.037588,0.980321,0.4,0.1235,0.060828,medium,good,0.0,False,6,263.047922,17.705656,0.275379,103.884295,-81.827122,10.921568,0.87806,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,3,True,99.07109,0.4,none
cache_first,1,5,ep1_attribute_damage_6,1,observe,2,0.2,1.2,0.2,0.703379,5.164922,2.463,True,False,True,False,False,-3.24068,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.2,-101.718108,32.271592,8.936202,0.576827,0.9,1.432376,0.582571,0.4,1.273148,0.031149,1.718851,0.55,0.163,0.07926,medium,medium,0.0,False,6,222.534744,21.06915,0.394284,101.718108,-81.824533,10.866697,0.376089,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.163421,4096.0,True,2,True,99.052658,0.4,none
cache_first,1,5,ep1_relation_person_vehicle_7,0,observe,3,0.2,1.2,0.2,0.499066,3.46541,1.07227,False,True,True,False,False,-3.054693,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.2,-100.244776,33.744924,10.099795,0.481239,0.65,0.435652,0.582571,0.4,0.915948,0.025987,0.522783,0.4,0.1235,0.051445,medium,medium,0.0,False,6,190.824947,24.786135,0.54125,100.244776,-81.911686,12.426545,-0.942056,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,3,True,98.899617,0.6,none
deadline_aware_greedy,0,0,ep0_cache_feasible_0,1,reuse_cache,0,0.121758,1.2,0.121758,0.667256,0.805738,0.01,True,True,True,False,True,3.796566,0.667256,0,0,0;1;2;3,feasible,presence,Are there car objects in this area?,normal,1.0,3.0,0.58,0.121758,-97.814468,38.33056,18.53355,0.0,0.0,0.0,0.375738,0.4,0.03,0.0,0.0,0.0,0.01,0.0077,good,good,0.0,True,1,181.383571,26.171168,0.595556,97.814468,-120.0,38.184086,0.514682,0.96,True,0.0,0.01,10000.0,False,0.0,0.828131,256.0,True,1,True,99.9923,0.5,none
deadline_aware_greedy,0,0,ep0_light_feasible_1,1,observe,1,0.117435,1.2,0.117435,0.515592,2.559403,0.561477,False,True,True,False,False,-2.733072,0.0,1,0,1;2;3,feasible,counting,How many car objects are in this area?,normal,1.0,3.5,0.55,0.117435,-104.629257,31.672762,7.004903,0.801715,0.35,0.20557,0.375738,0.06,0.76638,0.043293,0.246684,0.2,0.0715,0.04123,medium,good,0.0,False,1,299.499583,15.492499,0.210552,104.629257,-88.750806,14.822725,1.956496,0.68,False,0.081467,0.18,180000.0,False,0.452593,0.0,1536.0,True,1,True,99.95877,0.5,none
deadline_aware_greedy,0,0,ep0_image_required_2,0,observe,2,0.128242,2.0,0.128242,0.690984,5.758657,4.085083,False,False,True,False,False,-5.632427,0.0,2,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.128242,-106.523875,31.614307,7.676079,0.686061,0.9,1.667518,0.375738,0.4,1.72934,0.037047,3.335036,0.55,0.163,0.111702,medium,good,0.0,False,1,259.6151,17.947685,0.283173,106.523875,-88.482973,14.876366,-1.957176,0.28,False,0.432871,1.6,1600000.0,False,0.270545,0.0,4096.0,True,4,True,99.888298,0.5,none
deadline_aware_greedy,0,0,ep0_infeasible_bad_channel_3,0,observe,3,0.130403,2.0,0.130403,0.285287,3.777967,1.21793,False,False,True,False,False,-4.654681,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.130403,-98.443599,39.621998,13.1955,0.509932,0.65,0.333447,0.375738,0.4,1.50885,0.027536,0.666894,0.4,0.1235,0.054359,bad,bad,0.0,False,1,200.249844,23.546983,0.491779,98.443599,-90.971374,25.371716,1.764978,0.28,False,0.061773,0.55,550000.0,False,0.112315,0.0,3072.0,True,2,True,99.945641,0.5,none
deadline_aware_greedy,0,0,ep0_critical_preempt_4,1,observe,2,0.132565,2.0,0.132565,0.690984,6.105322,4.385205,False,False,True,False,False,-5.764111,0.0,2,0,,deadline_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.132565,-108.085039,29.909165,7.069642,0.946077,0.9,1.810558,0.375738,0.4,1.672949,0.051088,3.621117,0.55,0.163,0.117704,medium,good,0.0,False,1,349.857114,13.218475,0.156375,108.085039,-88.341789,13.173959,0.473178,0.28,False,0.432871,1.6,1600000.0,False,0.270545,0.0,4096.0,True,4,True,99.882296,0.5,none
deadline_aware_greedy,0,0,ep0_normal_competing_5,0,observe,2,0.119597,1.2,0.119597,0.619536,5.693399,2.528566,True,False,True,False,False,-3.382634,0.619536,2,0,2;3,feasible,counting,How many car objects are in this area?,normal,1.0,3.5,0.52,0.119597,-101.650499,34.572315,8.63507,0.680981,0.9,1.482327,0.375738,0.4,1.854353,0.036773,1.778793,0.55,0.163,0.080571,medium,medium,0.0,False,1,257.875939,18.072893,0.287257,101.650499,-89.001184,18.044795,2.815222,0.68,False,0.185411,1.6,1600000.0,False,0.115882,0.108817,4096.0,True,4,True,99.919429,0.5,none
deadline_aware_greedy,0,0,ep0_attribute_damage_6,1,observe,2,0.123919,1.2,0.123919,0.697578,6.221701,3.190445,True,False,True,False,False,-3.613992,0.837094,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.123919,-106.627345,29.441265,6.299395,0.724356,0.9,2.031941,0.375738,0.4,1.789666,0.039115,2.43833,0.55,0.163,0.093809,medium,medium,0.0,False,1,272.763634,17.05528,0.255107,106.627345,-88.440105,12.515518,-1.336002,0.68,False,0.287331,1.6,1600000.0,False,0.179582,0.134544,4096.0,True,4,True,99.906191,0.5,none
deadline_aware_greedy,0,0,ep0_relation_person_vehicle_7,0,observe,3,0.126081,1.2,0.126081,0.525667,4.148817,1.12012,False,True,True,False,False,-3.232722,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.126081,-100.911697,35.081817,9.445428,0.696663,0.65,0.465834,0.375738,0.4,1.560582,0.03762,0.559001,0.4,0.1235,0.052402,medium,medium,0.0,False,1,263.248932,17.691689,0.274934,100.911697,-88.957315,18.735514,3.861966,0.28,False,0.27836,0.55,550000.0,False,0.506109,0.0,3072.0,True,2,True,99.947598,0.5,none
deadline_aware_greedy,0,1,ep0_light_feasible_1,1,reuse_cache,0,0.137218,1.2,0.137218,0.569817,0.906656,0.01,True,True,True,False,True,3.771336,0.569817,0,0,0;1;2;3,feasible,counting,How many car objects are in this area?,normal,1.0,3.5,0.55,0.137218,-103.355089,32.270798,17.582162,0.0,0.0,0.0,0.476656,0.4,0.03,0.0,0.0,0.0,0.01,0.0077,good,good,0.0,True,2,289.753068,16.027409,0.22513,103.355089,-120.0,32.140582,2.78336,0.96,True,0.0,0.01,10000.0,False,0.0,0.628483,256.0,True,1,True,99.731857,0.428571,none
deadline_aware_greedy,0,1,ep0_image_required_2,0,observe,3,0.145677,2.0,0.145677,0.645658,3.852607,1.561391,False,False,True,False,False,-4.72486,0.0,-1,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.145677,-105.244129,32.340458,8.774619,0.648126,0.65,0.501446,0.476656,0.4,1.176379,0.034999,1.002893,0.4,0.1235,0.061228,medium,good,0.0,False,2,246.659142,18.925244,0.315968,105.244129,-87.288283,14.974073,-1.461699,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,4,True,99.639738,0.571429,none
deadline_aware_greedy,0,1,ep0_infeasible_bad_channel_3,0,observe,3,0.148496,2.0,0.148496,0.288786,3.404845,1.076765,False,False,True,False,False,-4.540226,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.148496,-96.319088,41.182245,16.653131,0.459932,0.65,0.264215,0.476656,0.4,1.154042,0.024836,0.528429,0.4,0.1235,0.051535,bad,bad,0.0,False,2,183.88931,25.788114,0.580711,96.319088,-91.655,28.12586,2.274753,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,4,True,99.649431,0.571429,none
deadline_aware_greedy,0,1,ep0_critical_preempt_4,1,observe,3,0.151316,2.0,0.151316,0.645658,4.147522,1.756389,False,False,True,False,False,-4.827839,0.0,-1,0,,quality_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.151316,-107.924479,29.495166,7.429291,0.896077,0.65,0.59225,0.476656,0.4,1.132539,0.048388,1.184501,0.4,0.1235,0.065128,medium,good,0.0,False,2,332.359507,13.928048,0.171943,107.924479,-87.04727,12.054092,0.003409,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,4,True,99.674429,0.428571,none
deadline_aware_greedy,0,1,ep0_normal_competing_5,0,reuse_cache,0,0.134398,1.2,0.134398,0.575649,0.906656,0.01,True,True,True,False,True,3.771336,0.575649,0,0,0;1;2;3,feasible,counting,How many car objects are in this area?,normal,1.0,3.5,0.52,0.134398,-102.907931,32.808125,17.507154,0.0,0.0,0.0,0.476656,0.4,0.03,0.0,0.0,0.0,0.01,0.0077,medium,medium,0.0,True,2,271.057083,17.16598,0.258487,102.907931,-120.0,32.675219,2.293023,0.96,True,0.0,0.01,10000.0,False,0.0,0.634915,256.0,True,1,True,99.693266,0.571429,none
deadline_aware_greedy,0,1,ep0_attribute_damage_6,1,observe,2,0.140038,1.2,0.140038,0.703379,6.234224,2.914666,True,False,True,False,False,-3.575756,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.140038,-105.505627,30.031927,7.096659,0.690144,0.9,1.803666,0.476656,0.4,1.963758,0.037268,2.164399,0.55,0.163,0.088293,medium,medium,0.0,False,2,261.014066,17.848243,0.279955,105.505627,-87.264387,12.473695,-0.858615,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.135391,4096.0,True,1,True,99.651264,0.428571,none
deadline_aware_greedy,0,1,ep0_relation_person_vehicle_7,0,observe,3,0.142857,1.2,0.142857,0.499066,3.803464,1.069413,False,True,True,False,False,-3.138778,0.0,-1,0,,quality_limited,relation,Are people close to vehicles in this area?,normal,1.3,4.2,0.6,0.142857,-100.333189,35.117792,10.338212,0.651606,0.65,0.425606,0.476656,0.4,1.199597,0.035187,0.510727,0.4,0.1235,0.051388,medium,medium,0.0,False,2,247.844371,18.831325,0.312729,100.333189,-87.715321,18.087039,3.52419,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,4,True,99.649578,0.571429,none
deadline_aware_greedy,0,2,ep0_image_required_2,0,observe,3,0.2,2.0,0.2,0.645658,3.491171,1.436999,False,False,True,False,False,-4.615843,0.0,-1,0,2,feasible,risk,Is this area crowded or blocked?,critical,2.0,3.2,0.74,0.2,-105.12628,31.081907,9.994832,0.611928,0.65,0.440228,0.532161,0.4,0.856855,0.033044,0.880455,0.4,0.1235,0.05874,medium,good,0.0,False,3,234.370357,19.958541,0.352735,105.12628,-84.460921,12.287238,-2.163039,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,4,True,99.470375,0.6,none
deadline_aware_greedy,0,2,ep0_infeasible_bad_channel_3,0,observe,3,0.205505,2.0,0.205505,0.288786,3.020783,0.935211,False,False,True,False,False,-4.422977,0.0,-1,-1,,quality_limited,risk,Is this area crowded or blocked?,critical,2.0,0.8,0.9,0.205505,-94.719713,41.370559,22.588751,0.409932,0.65,0.194787,0.532161,0.4,0.833903,0.022136,0.389574,0.4,0.1235,0.048704,bad,bad,0.0,False,3,167.864698,28.461902,0.679941,94.719713,-89.460523,27.566366,2.109925,0.96,False,0.0,0.55,550000.0,False,0.0,0.0,3072.0,True,4,True,99.480411,0.6,none
deadline_aware_greedy,0,2,ep0_critical_preempt_4,1,observe,3,0.211009,2.0,0.211009,0.645658,3.716428,1.52127,False,False,True,False,False,-4.684798,0.0,-1,0,,quality_limited,risk,Is this area crowded or blocked?,critical,3.0,2.8,0.72,0.211009,-106.61179,29.363684,9.2429,0.846077,0.65,0.476041,0.532161,0.4,0.812149,0.045688,0.952082,0.4,0.1235,0.060425,medium,good,0.0,False,3,314.918535,14.71635,0.190651,106.61179,-84.287967,10.62798,0.632715,0.96,False,0.111962,0.55,550000.0,False,0.203566,0.0,3072.0,True,4,True,99.518011,0.4,none
deadline_aware_greedy,0,2,ep0_attribute_damage_6,1,observe,2,0.188991,1.2,0.188991,0.703379,5.564266,2.691391,True,False,True,False,False,-3.374775,0.844055,2,0,2;3,feasible,attribute,What is the visible condition of the car objects in this area?,normal,1.2,4.0,0.62,0.188991,-105.205793,29.0298,7.905863,0.657956,0.9,1.619052,0.532161,0.4,1.455097,0.03553,1.942862,0.55,0.163,0.083828,medium,medium,0.0,False,3,250.00937,18.6622,0.306943,105.205793,-84.557643,10.087895,-1.213238,0.96,False,0.152958,1.6,1600000.0,False,0.095599,0.151692,4096.0,True,1,True,99.494608,0.4,none
